,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Squad,League
392,Tyrell Malacia,nl NED,DF,25-274,3,2,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Manchester-United,Premier-League
393,Chidozie Obi-Martin,dk DEN,FW,17-170,6,1,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.0,0.6,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35,Matches,Manchester-United,Premier-League
394,Ayden Heaven,eng ENG,DF,18-238,3,1,105.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-United,Premier-League
395,Toby Collyer,eng ENG,MF,21-135,6,0,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.09,0.13,0.22,0.09,0.22,Matches,Manchester-United,Premier-League
396,Antony,br BRA,"DF,MF",25-083,8,0,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.1,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.65,0.08,0.73,0.65,0.73,Matches,Manchester-United,Premier-League
397,Scott McTominay,sct SCO,MF,28-161,2,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,Matches,Manchester-United,Premier-League
398,Bruno Guimarães,br BRA,MF,27-183,36,36,3091.0,34.3,5.0,6.0,11.0,5.0,0.0,0.0,7.0,0.0,4.0,4.0,5.8,9.8,54.0,257.0,88.0,0.15,0.17,0.32,0.15,0.32,0.12,0.17,0.28,0.12,0.28,Matches,Newcastle-United,Premier-League
399,Dan Burn,eng ENG,DF,33-009,35,35,3150.0,35.0,1.0,1.0,2.0,1.0,0.0,0.0,10.0,0.0,1.8,1.8,0.9,2.7,9.0,63.0,12.0,0.03,0.03,0.06,0.03,0.06,0.05,0.02,0.08,0.05,0.08,Matches,Newcastle-United,Premier-League
400,Alexander Isak,se SWE,FW,25-239,33,33,2666.0,29.6,23.0,6.0,29.0,19.0,4.0,4.0,1.0,0.0,20.2,17.1,4.3,21.4,82.0,84.0,206.0,0.78,0.2,0.98,0.64,0.84,0.68,0.15,0.83,0.58,0.72,Matches,Newcastle-United,Premier-League
401,Fabian Schär,ch SUI,DF,33-149,32,31,2754.0,30.6,4.0,0.0,4.0,4.0,0.0,0.0,8.0,1.0,2.4,2.4,0.4,2.8,14.0,108.0,19.0,0.13,0.0,0.13,0.13,0.13,0.08,0.01,0.09,0.08,0.09,Matches,Newcastle-United,Premier-League
402,Valentino Livramento,eng ENG,DF,22-187,35,30,2660.0,29.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,2.5,2.8,74.0,150.0,102.0,0.0,0.03,0.03,0.0,0.03,0.01,0.09,0.09,0.01,0.09,Matches,Newcastle-United,Premier-League
403,Joelinton,br BRA,"MF,FW",28-277,29,29,2393.0,26.6,4.0,3.0,7.0,4.0,0.0,0.0,10.0,0.0,3.9,3.9,2.5,6.4,40.0,116.0,110.0,0.15,0.11,0.26,0.15,0.26,0.15,0.09,0.24,0.15,0.24,Matches,Newcastle-United,Premier-League
404,Jacob Murphy,eng ENG,FW,30-083,33,29,2229.0,24.8,8.0,12.0,20.0,8.0,0.0,0.0,4.0,0.0,5.7,5.7,8.8,14.6,73.0,77.0,225.0,0.32,0.48,0.81,0.32,0.81,0.23,0.36,0.59,0.23,0.59,Matches,Newcastle-United,Premier-League
405,Sandro Tonali,it ITA,MF,25-010,34,26,2450.0,27.2,4.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,4.3,4.3,1.4,5.8,33.0,117.0,49.0,0.15,0.07,0.22,0.15,0.22,0.16,0.05,0.21,0.16,0.21,Matches,Newcastle-United,Premier-League
406,Nick Pope,eng ENG,GK,33-029,26,26,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle-United,Premier-League
407,Anthony Gordon,eng ENG,FW,24-083,32,26,2299.0,25.5,6.0,5.0,11.0,5.0,1.0,2.0,2.0,0.0,8.0,6.4,4.9,11.4,113.0,95.0,203.0,0.23,0.2,0.43,0.2,0.39,0.31,0.19,0.51,0.25,0.44,Matches,Newcastle-United,Premier-League
408,Lewis Hall,eng ENG,DF,20-252,27,24,2189.0,24.3,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,4.3,4.7,41.0,123.0,80.0,0.0,0.16,0.16,0.0,0.16,0.02,0.18,0.19,0.02,0.19,Matches,Newcastle-United,Premier-League
409,Harvey Barnes,eng ENG,FW,27-160,31,15,1593.0,17.7,9.0,4.0,13.0,9.0,0.0,0.0,0.0,0.0,6.9,6.9,4.0,10.9,89.0,78.0,186.0,0.51,0.23,0.73,0.51,0.73,0.39,0.22,0.61,0.39,0.61,Matches,Newcastle-United,Premier-League
410,Kieran Trippier,eng ENG,DF,34-241,24,14,1281.0,14.2,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.3,1.3,25.0,111.0,53.0,0.0,0.21,0.21,0.0,0.21,0.01,0.09,0.09,0.01,0.09,Matches,Newcastle-United,Premier-League
411,Joe Willock,eng ENG,"MF,FW",25-271,30,11,1026.0,11.4,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,1.6,1.6,1.9,3.5,36.0,38.0,82.0,0.0,0.18,0.18,0.0,0.18,0.14,0.17,0.31,0.14,0.31,Matches,Newcastle-United,Premier-League
412,Martin Dúbravka,sk SVK,GK,36-123,10,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle-United,Premier-League
413,Sean Longstaff,eng ENG,MF,27-200,25,8,798.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.6,0.6,0.2,0.8,4.0,40.0,22.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Newcastle-United,Premier-League
414,Lloyd Kelly,eng ENG,DF,26-224,10,4,303.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,0.5,0.9,0.0,9.0,5.0,0.0,0.3,0.3,0.0,0.3,0.12,0.14,0.26,0.12,0.26,Matches,Newcastle-United,Premier-League
415,Sven Botman,nl NED,DF,25-126,6,4,287.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,Newcastle-United,Premier-League
416,Emil Krafth,se SWE,DF,30-289,11,2,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,5.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03,Matches,Newcastle-United,Premier-League
417,Callum Wilson,eng ENG,FW,33-080,16,1,286.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.1,0.4,5.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.14,0.12,0.14,Matches,Newcastle-United,Premier-League
418,Lewis Miley,eng ENG,MF,19-017,13,1,285.0,3.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.6,2.0,16.0,8.0,0.32,0.0,0.32,0.32,0.32,0.17,0.01,0.18,0.17,0.18,Matches,Newcastle-United,Premier-League
419,Miguel Almirón,py PAR,FW,31-097,9,1,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.8,3.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.3,0.15,0.45,0.3,0.45,Matches,Newcastle-United,Premier-League
420,William Osula,dk DEN,FW,21-287,12,0,104.0,1.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,2.0,2.0,12.0,0.87,0.0,0.87,0.87,0.87,0.1,0.08,0.18,0.1,0.18,Matches,Newcastle-United,Premier-League
421,Matt Targett,eng ENG,DF,29-242,2,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Newcastle-United,Premier-League
422,Matz Sels,be BEL,GK,33-081,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest,Premier-League
423,Nikola Milenković,rs SRB,DF,27-218,35,35,3150.0,35.0,4.0,2.0,6.0,4.0,0.0,0.0,4.0,0.0,3.6,3.6,1.0,4.6,3.0,49.0,6.0,0.11,0.06,0.17,0.11,0.17,0.1,0.03,0.13,0.1,0.13,Matches,Nottingham-Forest,Premier-League
424,Murillo,br BRA,DF,22-318,34,34,3008.0,33.4,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.4,1.4,1.1,2.5,20.0,103.0,5.0,0.06,0.0,0.06,0.06,0.06,0.04,0.03,0.07,0.04,0.07,Matches,Nottingham-Forest,Premier-League
425,Ola Aina,ng NGA,DF,28-222,33,33,2823.0,31.4,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.6,0.6,1.1,1.8,63.0,103.0,59.0,0.06,0.03,0.1,0.06,0.1,0.02,0.04,0.06,0.02,0.06,Matches,Nottingham-Forest,Premier-League
426,Chris Wood,nz NZL,FW,33-162,34,33,2779.0,30.9,20.0,3.0,23.0,17.0,3.0,3.0,1.0,0.0,12.3,10.0,2.5,12.5,14.0,36.0,88.0,0.65,0.1,0.74,0.55,0.65,0.4,0.08,0.48,0.32,0.4,Matches,Nottingham-Forest,Premier-League
427,Morgan Gibbs-White,eng ENG,MF,25-111,32,32,2631.0,29.2,6.0,8.0,14.0,6.0,0.0,0.0,11.0,1.0,5.2,5.2,4.8,9.9,66.0,158.0,126.0,0.21,0.27,0.48,0.21,0.48,0.18,0.16,0.34,0.18,0.34,Matches,Nottingham-Forest,Premier-League
428,Elliot Anderson,eng ENG,MF,22-193,35,31,2556.0,28.4,2.0,6.0,8.0,2.0,0.0,0.0,8.0,0.0,1.9,1.9,3.1,5.0,47.0,133.0,87.0,0.07,0.21,0.28,0.07,0.28,0.07,0.11,0.18,0.07,0.18,Matches,Nottingham-Forest,Premier-League
429,Anthony Elanga,se SWE,"FW,MF",23-021,36,29,2322.0,25.8,6.0,10.0,16.0,6.0,0.0,0.0,1.0,0.0,4.2,4.2,5.3,9.5,91.0,56.0,202.0,0.23,0.39,0.62,0.23,0.62,0.16,0.2,0.37,0.16,0.37,Matches,Nottingham-Forest,Premier-League
430,Neco Williams,wls WAL,DF,24-035,33,26,2414.0,26.8,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,2.3,2.3,1.5,3.8,65.0,85.0,95.0,0.04,0.11,0.15,0.04,0.15,0.09,0.06,0.14,0.09,0.14,Matches,Nottingham-Forest,Premier-League
431,Callum Hudson-Odoi,eng ENG,"FW,MF",24-192,29,25,2152.0,23.9,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,2.5,2.5,2.7,5.2,127.0,66.0,186.0,0.21,0.08,0.29,0.21,0.29,0.1,0.11,0.22,0.1,0.22,Matches,Nottingham-Forest,Premier-League
432,Nicolás Domínguez,ar ARG,"MF,FW",26-324,32,21,1807.0,20.1,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,1.5,1.5,1.3,2.8,14.0,75.0,30.0,0.0,0.05,0.05,0.0,0.05,0.08,0.06,0.14,0.08,0.14,Matches,Nottingham-Forest,Premier-League
433,Ryan Yates,eng ENG,MF,27-178,33,18,1891.0,21.0,2.0,1.0,3.0,2.0,0.0,0.0,10.0,0.0,2.3,2.3,1.2,3.5,17.0,48.0,15.0,0.1,0.05,0.14,0.1,0.14,0.11,0.06,0.16,0.11,0.16,Matches,Nottingham-Forest,Premier-League
434,Álex Moreno,es ESP,"DF,MF",31-344,15,11,955.0,10.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.3,1.4,26.0,34.0,34.0,0.0,0.09,0.09,0.0,0.09,0.02,0.12,0.13,0.02,0.13,Matches,Nottingham-Forest,Premier-League
435,Morato,br BRA,DF,23-322,25,6,899.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.2,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,Nottingham-Forest,Premier-League
436,Jota Silva,pt POR,"FW,MF",25-290,29,5,845.0,9.4,3.0,1.0,4.0,3.0,0.0,0.0,5.0,0.0,2.0,2.0,2.9,4.9,20.0,18.0,58.0,0.32,0.11,0.43,0.32,0.43,0.22,0.31,0.52,0.22,0.52,Matches,Nottingham-Forest,Premier-League
437,Ibrahim Sangaré,ci CIV,MF,27-167,11,5,452.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.4,0.4,1.0,21.0,3.0,0.0,0.2,0.2,0.0,0.2,0.0,0.08,0.08,0.0,0.08,Matches,Nottingham-Forest,Premier-League
438,James Ward-Prowse,eng ENG,MF,30-198,9,5,400.0,4.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,1.1,1.2,1.0,16.0,3.0,0.0,0.23,0.23,0.0,0.23,0.01,0.25,0.26,0.01,0.26,Matches,Nottingham-Forest,Premier-League
439,Danilo,br BRA,"MF,FW",24-019,7,5,267.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest,Premier-League
440,Taiwo Awoniyi,ng NGA,FW,27-279,26,3,416.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.1,2.1,0.1,2.2,6.0,7.0,20.0,0.22,0.0,0.22,0.22,0.22,0.46,0.02,0.48,0.46,0.48,Matches,Nottingham-Forest,Premier-League
441,Ramón Sosa,py PAR,"FW,MF",25-260,19,1,295.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,1.5,12.0,6.0,17.0,0.31,0.0,0.31,0.31,0.31,0.31,0.15,0.45,0.31,0.45,Matches,Nottingham-Forest,Premier-League
442,Willy Boly,ci CIV,DF,34-104,6,1,150.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Nottingham-Forest,Premier-League
443,Harry Toffolo,eng ENG,DF,29-272,4,1,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Nottingham-Forest,Premier-League
444,Eric da Silva Moreira,de GER,"MF,DF",19-015,2,0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest,Premier-League
445,Kyle Walker-Peters,eng ENG,DF,28-036,33,33,2918.0,32.4,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,2.8,3.6,114.0,139.0,144.0,0.0,0.06,0.06,0.0,0.06,0.03,0.09,0.11,0.03,0.11,Matches,Southampton,Premier-League
446,Mateus Fernandes,pt POR,MF,20-313,34,32,2729.0,30.3,2.0,3.0,5.0,2.0,0.0,0.0,8.0,0.0,3.8,3.8,2.6,6.4,75.0,135.0,103.0,0.07,0.1,0.16,0.07,0.16,0.13,0.09,0.21,0.13,0.21,Matches,Southampton,Premier-League
447,Taylor Harwood-Bellis,eng ENG,DF,23-109,33,31,2744.0,30.5,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,1.8,1.8,1.0,2.8,29.0,121.0,9.0,0.03,0.0,0.03,0.03,0.03,0.06,0.03,0.09,0.06,0.09,Matches,Southampton,Premier-League
448,Jan Bednarek,pl POL,DF,29-037,30,30,2531.0,28.1,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,0.7,0.7,0.5,1.2,5.0,60.0,2.0,0.07,0.0,0.07,0.07,0.07,0.02,0.02,0.04,0.02,0.04,Matches,Southampton,Premier-League
449,Aaron Ramsdale,eng ENG,GK,27-005,28,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton,Premier-League
450,Flynn Downes,eng ENG,MF,26-119,25,23,1971.0,21.9,1.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,0.6,0.6,1.1,1.7,25.0,63.0,29.0,0.05,0.0,0.05,0.05,0.05,0.03,0.05,0.08,0.03,0.08,Matches,Southampton,Premier-League
451,Joe Aribo,ng NGA,"MF,DF",28-302,31,20,1954.0,21.7,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,2.7,2.7,1.6,4.3,35.0,72.0,65.0,0.14,0.0,0.14,0.14,0.14,0.12,0.07,0.2,0.12,0.2,Matches,Southampton,Premier-League
452,Tyler Dibling,eng ENG,"FW,MF",19-068,32,19,1807.0,20.1,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.5,2.5,1.5,4.1,68.0,64.0,94.0,0.1,0.0,0.1,0.1,0.1,0.13,0.08,0.2,0.13,0.2,Matches,Southampton,Premier-League
453,Ryan Manning,ie IRL,"DF,MF",28-339,24,18,1462.0,16.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,3.2,3.6,14.0,35.0,74.0,0.0,0.06,0.06,0.0,0.06,0.02,0.2,0.22,0.02,0.22,Matches,Southampton,Premier-League
454,Lesley Ugochukwu,fr FRA,MF,21-054,25,17,1570.0,17.4,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.9,0.9,1.0,1.9,29.0,49.0,20.0,0.06,0.06,0.11,0.06,0.11,0.05,0.06,0.11,0.05,0.11,Matches,Southampton,Premier-League
455,Jack Stephens,eng ENG,DF,31-112,18,16,1299.0,14.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.6,0.6,0.2,0.7,13.0,53.0,2.0,0.07,0.0,0.07,0.07,0.07,0.04,0.01,0.05,0.04,0.05,Matches,Southampton,Premier-League
456,Yukinari Sugawara,jp JPN,"DF,MF",24-325,29,15,1467.0,16.3,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.5,0.5,2.2,2.7,32.0,68.0,76.0,0.06,0.06,0.12,0.06,0.12,0.03,0.14,0.17,0.03,0.17,Matches,Southampton,Premier-League
457,Kamaldeen Sulemana,gh GHA,"FW,MF",23-093,24,15,1265.0,14.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.4,1.4,1.0,2.4,59.0,26.0,81.0,0.07,0.07,0.14,0.07,0.14,0.1,0.07,0.17,0.1,0.17,Matches,Southampton,Premier-League
458,Adam Armstrong,eng ENG,"FW,MF",28-098,20,15,1248.0,13.9,2.0,2.0,4.0,2.0,0.0,1.0,4.0,0.0,3.3,2.3,1.2,3.5,25.0,21.0,79.0,0.14,0.14,0.29,0.14,0.29,0.24,0.09,0.32,0.17,0.25,Matches,Southampton,Premier-League
459,Cameron Archer,eng ENG,FW,23-302,33,13,1398.0,15.5,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,5.1,4.3,0.4,4.7,20.0,14.0,65.0,0.13,0.0,0.13,0.13,0.13,0.33,0.03,0.36,0.28,0.3,Matches,Southampton,Premier-League
460,James Bree,eng ENG,DF,27-220,16,12,985.0,10.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.9,1.0,12.0,31.0,37.0,0.0,0.09,0.09,0.0,0.09,0.01,0.08,0.09,0.01,0.09,Matches,Southampton,Premier-League
461,Paul Onuachu,ng NGA,FW,30-356,24,11,1029.0,11.4,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,3.6,3.6,0.5,4.1,7.0,13.0,40.0,0.35,0.09,0.44,0.35,0.44,0.32,0.04,0.36,0.32,0.36,Matches,Southampton,Premier-League
462,Nathan Wood-Gordon,eng ENG,DF,22-353,9,7,624.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.3,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04,Matches,Southampton,Premier-League
463,William Smallbone,ie IRL,MF,25-087,16,6,647.0,7.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.6,1.1,5.0,25.0,23.0,0.14,0.0,0.14,0.14,0.14,0.06,0.09,0.15,0.06,0.15,Matches,Southampton,Premier-League
464,Alex McCarthy,eng ENG,GK,35-167,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton,Premier-League
465,Adam Lallana,eng ENG,MF,37-009,14,5,361.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.9,1.1,6.0,24.0,10.0,0.0,0.5,0.5,0.0,0.5,0.04,0.23,0.27,0.04,0.27,Matches,Southampton,Premier-League
466,Ben Brereton,cl CHI,FW,26-031,10,4,449.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9,0.9,0.1,1.0,12.0,9.0,42.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.2,0.18,0.2,Matches,Southampton,Premier-League
467,Ryan Fraser,sct SCO,"FW,DF",31-084,8,4,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,10.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,Matches,Southampton,Premier-League
468,Welington,br BRA,"DF,MF",24-089,8,4,302.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,3.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,Southampton,Premier-League
469,Ross Stewart,sct SCO,FW,28-312,10,3,289.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.0,0.3,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,Matches,Southampton,Premier-League
470,Joe Lumley,eng ENG,GK,30-093,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton,Premier-League
471,Armel Bella Kotchap,de GER,DF,23-159,4,2,331.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,Matches,Southampton,Premier-League
472,Charlie Taylor,eng ENG,DF,31-243,7,2,266.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,3.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Southampton,Premier-League
473,Albert Grønbaek,dk DEN,"FW,MF",23-361,4,2,143.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.01,0.08,0.07,0.08,Matches,Southampton,Premier-League
474,Maxwel Cornet,ci CIV,FW,28-234,2,1,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,Southampton,Premier-League
475,Samuel Edozie,eng ENG,"DF,FW",22-111,2,0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,6.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,Matches,Southampton,Premier-League
476,Jay Robinson,eng ENG,"MF,FW",18-065,2,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,Matches,Southampton,Premier-League
477,Samuel Amo-Ameyaw,eng ENG,"FW,DF",18-305,2,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.22,0.29,0.07,0.29,Matches,Southampton,Premier-League
478,Ronnie Edwards,eng ENG,DF,22-052,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Southampton,Premier-League
479,Carlos Alcaraz,ar ARG,MF,22-170,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.62,0.86,1.48,0.62,1.48,Matches,Southampton,Premier-League
480,Pedro Porro,es ESP,DF,25-247,32,27,2520.0,28.0,2.0,6.0,8.0,2.0,0.0,0.0,4.0,0.0,1.6,1.6,4.4,6.0,64.0,152.0,107.0,0.07,0.21,0.29,0.07,0.29,0.06,0.16,0.21,0.06,0.21,Matches,Tottenham-Hotspur,Premier-League
